oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited,n_chars,n_sents,n_pages,status,status_registered,screen_quote,screen_page,B_stated,B_stated_quote,B_stated_page,B_justified,B_justified_quote,B_justified_page,M_justified,M_justified_quote,M_justified_page,Theta_stated,Theta_stated_quote,Theta_stated_page,Range_reported,Range_reported_quote,Range_reported_page,B_stated_B,B_justified_B,M_justified_B,Theta_stated_B,Range_reported_B,applic_register,applic_evidence
W4289978713,10.1007/s10664-022-10186-7,On effort-aware metrics for defect prediction,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,114582.0,1194.0,38.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4291744154,10.3390/electronics11162548,Leveraging a Heterogeneous Ensemble Learning for Outcome-Based Predictive Monitoring Using Business Process Event Logs,2022,B,Electronics,v1:Electronics,4,4,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4292291625,10.3390/app12168192,Explainability of Predictive Process Monitoring Results: Can You See My Data Issues?,2022,B,Applied Sciences,v1:Applied Sciences,2,2,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4293100964,10.1007/s10994-022-06152-5,A comparison of proximity-based methods for detecting temporal anomalies in business processes,2022,B,Machine Learning,v1:Machine Learning,2,2,1.0,,69090.0,600.0,28.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4294192778,10.1016/j.dss.2022.113866,CATCHM: A novel network-based credit card fraud detection method using node representation learning,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,68215.0,559.0,35.0,INCLUDED,INCLUDED,All techniques outperformed the baseline both with and without RFM features.,26.0,no,,0.0,no,,0.0,no,,0.0,yes,"A threshold-dependent metric suitable for fraud detection is the F1 score, which is the harmonic mean of precision and recall (see Equation 3).",20.0,no,,0.0,unclear,no,unclear,yes,no,no,
W4294816518,10.1007/978-3-031-16171-1_13,When to Intervene? Prescriptive Process Monitoring Under Uncertainty and Resource Constraints,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,46370.0,452.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4296311716,10.1016/j.is.2022.102123,A meta-learning configuration framework for graph-based similarity search indexes,2022,A,Information Systems,v1:Information Systems,82,82,1.0,,121482.0,1026.0,28.0,INCLUDED,INCLUDED,"Either for only adding meta-features or for only adding meta-instances from new datasets, the improvement in the R2 score is evident.",20.0,unclear,Table 1 Summary of the attributes composing the meta-dataset built in this work.,9.0,no,,0.0,yes,"For recall, the meta-models using Pearson and RF achieved almost the same performance because most of the selected meta-features were the same while the results were wretched using PCA.",20.0,unclear,"The Range query is defined as Rq(δ, sq, ξ) = {si ∈S|δ(sq, si) ≤ξ}, where S ⊆S is a dataset in complex data domain S, sq ∈S is a reference (or query) element, δ is a distance function defined in S, and ξ ∈R+ is a distance threshold.",3.0,no,,0.0,no,no,no,unclear,no,yes,The core contribution is based on the premise that it is possible to learn the relation between dataset characteristics and indexing method parameters and search performance achieved by nearest neighbor algorithms using a knowledge base of similarity retrieval experimental results.
W4296483261,10.1007/s10664-022-10197-4,Learning from what we know: How to perform vulnerability prediction using noisy historical data,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,86697.0,743.0,30.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4297254899,10.1007/s10664-022-10215-5,FindICI: Using machine learning to detect linguistic inconsistencies between code and natural language descriptions in infrastructure-as-code,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,77739.0,604.0,30.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4297421532,10.1007/s10664-022-10192-9,Story points changes in agile iterative development,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,155563.0,1283.0,55.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4297535508,10.1016/j.dss.2022.113879,The role of web browsing in credit risk prediction,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4298156377,10.1007/s10664-022-10227-1,Static test flakiness prediction: How Far Can We Go?,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,141085.0,1133.0,44.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4298156561,10.1007/s10664-022-10164-z,"A machine and deep learning analysis among SonarQube rules, product, and process metrics for fault prediction",2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,134148.0,1049.0,57.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4298325204,10.48550/arxiv.2109.03501,How do I update my model? On the resilience of Predictive Process Monitoring models to change,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4298630190,10.1007/s10664-022-10199-2,Comparing ϕ and the F-measure as performance metrics for software-related classifications,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,93855.0,765.0,39.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4307055605,10.1016/j.dss.2022.113891,Removing order effects from human-classified datasets: A machine learning method to improve decision making systems,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4308072150,10.1016/j.dss.2022.113892,When machines trade on corporate disclosures: Using text analytics for investment strategies,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4308115903,10.1007/s10115-022-01777-3,Partial-order-based process mining: a survey and outlook,2022,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,,90437.0,886.0,29.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4308518385,10.1007/s10664-022-10243-1,Evaluating classifiers in SE research: the ECSER pipeline and two replication studies,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,120287.0,961.0,40.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4309389067,10.1007/s10664-022-10229-z,Workflow analysis of data science code in public GitHub repositories,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,126502.0,1111.0,47.0,INCLUDED,INCLUDED,"html 13For feature ablation study, we utilise the validation set as training samples as well.",22.0,unclear,71 2501 Results: Table 11 shows the performance over different sizes of feature vector.,29.0,no,,0.0,yes,"Since we use a total of ten classification labels in multi-label classification, we expected the subset accuracy to be less as it is a harsh metric.",26.0,unclear,"Using a trial, we set the threshold for document frequency at a maximum of 0.",22.0,no,,0.0,yes,no,no,unclear,unclear,no,
W4309475896,10.1016/j.dss.2022.113898,Knowledge contributions in design science research: Paths of knowledge types,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,148924.0,992.0,62.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4309632567,10.1016/j.dss.2022.113899,Improving triaging from primary care into secondary care using heterogeneous data-driven hybrid machine learning,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,78751.0,589.0,15.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4309896433,10.1007/s10664-022-10242-2,Automatic prediction of rejected edits in Stack Overflow,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4311485938,10.1109/icpm57379.2022.9980737,Encoding High-Level Control-Flow Construct Information for Process Outcome Prediction,2022,B,,v1:nan,16,16,1.0,,48179.0,433.0,9.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4311731479,10.1109/icpm57379.2022.9980785,Towards next-location prediction for process executions,2022,B,,v1:nan,16,16,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4311734044,10.1109/icpm57379.2022.9980753,Assessing the Robustness in Predictive Process Monitoring through Adversarial Attacks,2022,B,,v1:nan,16,16,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4312205020,10.1007/s10664-022-10249-9,Assessing the opportunity of combining state-of-the-art Android malware detectors,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,105872.0,743.0,42.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4312208416,10.1016/j.is.2022.102162,A quantitative approach for the comparison of additive local explanation methods,2022,A,Information Systems,v1:Information Systems,82,82,1.0,,79358.0,601.0,48.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4312452087,10.1109/tcss.2022.3220262,Improving Predictive Process Monitoring Through Reachability Graph-Based Masking of Neural Networks,2022,B,IEEE Transactions on Computational Social Systems,v1:IEEE Transactions on Computational Social Systems,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4313426527,10.1007/s10844-022-00770-0,Model-based decision support for knowledge-intensive processes,2022,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,,63437.0,704.0,23.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4313573029,10.1016/j.compind.2022.103837,The biggest business process management problems to solve before we die,2023,B,Computers in Industry,v1:Computers in Industry,1,1,1.0,,67614.0,546.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4313594424,10.1016/j.dss.2022.113916,TEA-IS: A hybrid DEA-TOPSIS approach for assessing performance and synergy in Chinese health care,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4317505921,10.1007/s10664-022-10250-2,Mastering uncertainty in performance estimations of configurable software systems,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,117389.0,908.0,49.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4317838279,10.1007/s10664-022-10273-9,Differential testing for machine learning: an analysis for classification algorithms beyond deep learning,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,91516.0,745.0,38.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4318035544,10.1016/j.datak.2023.102145,Process model forecasting and change exploration using time series analysis of event sequence data,2023,B,Data & Knowledge Engineering,v1:Data & Knowledge Engineering,2,2,1.0,,76967.0,545.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4318618333,10.1007/s10664-022-10261-z,Enhancing the defectiveness prediction of methods and classes via JIT,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,100923.0,956.0,43.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4318822511,10.1016/j.im.2023.103759,Will they take this offer? A machine learning price elasticity model for predicting upselling acceptance of premium airline seating,2023,A,Information & Management,v1:Information & Management,20,20,1.0,,96992.0,890.0,13.0,INCLUDED,INCLUDED,"However, in our initial trials, naïvely including such attributes sparsified the segmentation and reduced the accuracy.",7.0,unclear,"As discussed below in Table 2 (Results of feature embedding analysis), our embedding algorithm out­ performs other approaches.",5.0,no,,0.0,no,,0.0,unclear,Typical approaches apply a regression model and a carefully chosen threshold to determine whether to buy based on estimated price increases.,2.0,no,,0.0,unclear,no,no,yes,no,no,
W4319028553,10.1007/978-3-662-65004-2_15,"Process Mining—Discovery, Conformance, and Enhancement of Manufacturing Processes",2023,B,Digital Transformation,v1:Digital Transformation,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4319072749,10.1016/j.is.2023.102184,An approach for analyzing business process execution complexity based on textual data and event log,2023,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4319079817,10.1007/s10664-022-10283-7,What makes Ethereum blockchain transactions be processed fast or slow? An empirical study,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4319443780,10.1016/j.im.2023.103761,Actively open-minded thinking is key to combating fake news: A multimethod study,2023,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4319877701,10.1007/978-3-031-25383-6_22,Text-Aware Predictive Process Monitoring with Contextualized Word Embeddings,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,36637.0,350.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4320883647,10.1016/j.dss.2023.113940,A decision support framework to incorporate textual data for early student dropout prediction in higher education,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,73828.0,566.0,42.0,INCLUDED,INCLUDED,"When we compare the predictive performance of these two models for each particular group of students, with and without textual feedback, the results in Table 5 further indicate that the models trained with the full structured data, Mod_FD_S_testT (AUC = 0.",26.0,unclear,Table 2 presents an overview of all variables in the data set.,23.0,no,,0.0,unclear,"The AUC is a common evaluation metric for binary classification and is popular in student dropout prediction literature [2,8,69].",24.0,no,,0.0,no,,0.0,unclear,no,unclear,unclear,unclear,no,
W4321021984,10.1109/tsc.2023.3245726,A Direct Data Aware LSTM Neural Network Architecture for Complete Remaining Trace and Runtime Prediction,2023,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,,79461.0,604.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4321461628,10.2298/csis220110005t,Matching business process behavior with encoding techniques via meta-learning: An anomaly detection study,2023,B,Computer Science and Information Systems,v1:Computer Science and Information Systems,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4322741162,10.3390/fintech2010009,Using Process Mining to Reduce Fraud in Digital Onboarding,2023,B,FinTech,v1:FinTech,1,1,1.0,,62596.0,490.0,18.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4323306227,10.1007/s10844-022-00775-9,Performance-preserving event log sampling for predictive monitoring,2023,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,,66806.0,597.0,30.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4323566020,10.3390/electronics12061273,Predictive Business Process Monitoring Approach Based on Hierarchical Transformer,2023,B,Electronics,v1:Electronics,4,4,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4323661611,10.1007/s10664-023-10293-z,Satisfaction and performance of software developers during enforced work from home in the COVID-19 pandemic,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,148493.0,1307.0,48.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4324142999,10.3390/fi15030109,DataStream XES Extension: Embedding IoT Sensor Data into Extensible Event Stream Logs,2023,B,Future Internet,v1:Future Internet,1,1,1.0,,71140.0,640.0,21.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4360969720,10.1007/978-3-031-27815-0_6,Building User Journey Games from Multi-party Event Logs,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,36167.0,341.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4360971500,10.1007/978-3-031-27815-0_18,Genetic Algorithms for AutoML in Process Predictive Monitoring,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,33094.0,278.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4360971517,10.1007/978-3-031-27815-0_14,On the Potential of Textual Data for Explainable Predictive Process Monitoring,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,34147.0,304.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4360972068,10.1007/978-3-031-27815-0_19,Outcome-Oriented Predictive Process Monitoring on Positive and Unlabelled Event Logs,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,37977.0,379.0,14.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4360981376,10.1007/s10664-022-10275-7,JEMMA: An extensible Java dataset for ML4Code applications,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,132863.0,997.0,45.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4362606928,10.1007/s10664-023-10291-1,Bugs in machine learning-based systems: a faultload benchmark,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,103102.0,1005.0,36.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
